age,cat0,cat1,cat2,cat3,region_iso
31,1,0,0,a,RU-CHE
28,0,0,0,c,RU-SPE
48,0,0,0,c,RU-AD
27,0,1,0,a,RU-KL
56,0,0,0,b,RU-ORL
27,0,0,1,a,RU-ARK
29,0,0,0,a,RU-YAN
22,0,0,0,b,RU-ORE
42,0,0,1,c,RU-STA
31,1,0,0,a,RU-KB
41,0,0,0,a,RU-KC
28,0,0,0,a,RU-KO
70,0,1,1,a,RU-TYU
44,0,0,0,a,RU-TVE
31,0,1,0,c,RU-PER
49,0,0,0,c,RU-ORL
52,0,0,0,a,RU-SE
19,0,0,0,a,RU-MUR
28,0,1,0,c,RU-SMO
35,0,0,0,a,RU-STA
35,0,0,0,b,RU-KEM
35,0,1,0,b,RU-ROS
33,0,0,0,a,RU-KK
30,0,0,0,a,RU-KGN
20,1,1,0,a,RU-AL
42,0,0,0,a,RU-SAR
20,0,0,0,a,RU-KC
35,0,0,1,c,RU-IN
17,0,0,0,b,RU-YAR
21,0,1,0,a,RU-KR
64,0,0,0,b,RU-NIZ
31,0,0,1,a,RU-VGG
27,0,1,0,b,RU-NEN
21,0,0,0,c,RU-KHA
52,0,0,0,c,RU-LEN
52,1,0,0,c,RU-KLU
21,1,1,0,b,RU-KB
28,0,0,0,b,RU-BRY
38,0,1,0,a,RU-SAR
28,0,0,0,c,RU-CHE
40,1,0,0,a,RU-KK
17,0,0,0,a,RU-CHE
19,0,0,0,c,RU-VLA
55,0,1,0,a,RU-RYA
58,0,1,0,a,RU-VOR
35,0,0,0,a,RU-SA
33,1,1,0,a,RU-NGR
18,0,1,1,a,RU-LIP
22,0,1,1,a,RU-ULY
40,0,0,0,a,RU-CHE
28,0,0,0,a,RU-MOW
47,1,0,0,a,RU-TUL
34,0,1,0,b,RU-MOS
57,0,0,0,c,RU-YAN
49,1,0,0,c,RU-SPE
58,0,1,0,a,RU-OMS
21,0,0,0,a,RU-IN
42,0,1,0,a,RU-YEV
41,1,0,0,a,RU-KAM
31,0,0,0,a,RU-TA
37,0,0,0,b,RU-STA
42,1,0,1,b,RU-ALT
23,0,0,0,c,RU-SA
61,0,1,0,a,RU-KAM
64,0,0,0,c,RU-SA
23,0,0,0,c,RU-VGG
35,0,0,0,c,RU-CE
31,0,0,0,a,RU-CHU
45,0,0,0,b,RU-ARK
25,0,0,0,a,RU-TA
47,0,0,0,b,RU-MOW
64,1,0,0,b,RU-SA
23,0,0,0,a,RU-IRK
62,1,0,0,a,RU-IRK
39,1,0,0,c,RU-SAM
35,1,0,0,c,RU-KK
54,0,1,0,a,RU-BRY
58,0,0,0,a,RU-CHE
30,0,1,1,a,RU-SAR
60,0,0,0,a,RU-ULY
23,0,1,0,a,RU-KC
42,0,1,0,c,RU-MOS
41,1,1,0,a,RU-KR
37,0,0,1,a,RU-TA
42,0,0,0,b,RU-IVA
22,0,0,0,b,RU-KIR
58,0,0,0,a,RU-YAR
24,0,0,0,a,RU-IRK
22,0,1,1,b,RU-ALT
23,0,0,0,a,RU-MOS
26,0,1,0,a,RU-DA
22,0,1,0,a,RU-ME
23,1,0,0,a,RU-SVE
39,0,0,0,c,RU-MAG
32,0,0,0,a,RU-YAR
57,1,0,0,a,RU-KEM
50,0,0,1,a,RU-VLG
21,1,0,0,a,RU-KRS
17,0,0,0,c,RU-VLA
23,0,0,0,c,RU-LEN
24,0,0,0,a,RU-IVA
20,0,1,0,c,RU-ALT
35,0,0,0,a,RU-KGD
38,0,1,0,a,RU-AD
55,0,0,0,b,RU-MUR
19,0,0,1,a,RU-MOS
21,0,0,0,b,RU-KK
55,0,0,0,b,RU-DA
17,1,0,0,a,RU-ARK
36,0,0,0,c,RU-OMS
20,0,1,0,a,RU-KOS
46,1,0,0,a,RU-YAN
54,0,1,0,a,RU-KLU
21,1,1,0,a,RU-ROS
45,1,1,0,a,RU-YEV
36,0,0,0,a,RU-KHM
20,1,0,0,a,RU-LIP
28,0,0,0,c,RU-YEV
20,0,1,1,b,RU-KEM
42,0,1,0,a,RU-IRK
57,0,0,0,b,RU-ORE
37,0,0,0,a,RU-ARK
39,0,0,0,c,RU-VOR
39,0,0,0,a,RU-KB
31,0,0,0,a,RU-AL
20,0,0,0,b,RU-KDA
25,1,0,0,a,RU-NVS
37,1,0,0,b,RU-NEN
33,0,1,0,c,RU-SAM
43,0,0,0,b,RU-RYA
46,0,1,0,a,RU-NGR
23,1,0,0,a,RU-CHE
42,0,1,0,a,RU-TYU
43,0,0,0,b,RU-RYA
48,0,0,0,a,RU-ORE
27,0,0,0,b,RU-PER
25,1,0,0,b,RU-ZAB
52,0,0,0,c,RU-MUR
36,0,0,0,b,RU-KEM
22,0,0,0,c,RU-PER
35,0,0,0,c,RU-ZAB
28,0,0,0,c,RU-SE
23,0,0,1,c,RU-YAR
43,0,1,0,a,RU-YAN
30,0,0,0,c,RU-PSK
45,0,1,0,a,RU-OMS
37,1,0,0,a,RU-SVE
64,0,0,0,c,RU-VLG
56,0,0,0,a,RU-DA
69,1,0,0,c,RU-KAM
22,0,1,0,a,RU-SAR
33,1,0,0,a,RU-PNZ
24,0,0,0,c,RU-NGR
26,1,0,0,b,RU-KAM
19,0,1,0,a,RU-NIZ
35,0,0,0,c,RU-PER
42,0,0,0,b,RU-PSK
31,0,0,0,a,RU-UD
39,1,0,0,a,RU-AST
27,1,0,0,c,RU-IRK
63,0,1,1,a,RU-KGN
64,1,0,0,a,RU-RYA
17,0,1,0,c,RU-KOS
23,0,0,0,b,RU-AMU
39,0,1,0,a,RU-KLU
20,0,0,0,c,RU-YEV
18,1,0,0,a,RU-AD
38,0,0,0,a,RU-TYU
63,0,0,0,a,RU-BEL
19,1,0,0,a,RU-TA
29,0,0,0,b,RU-MOW
21,1,1,0,a,RU-IVA
19,0,1,0,a,RU-SAR
33,1,1,0,a,RU-SAR
19,1,1,0,c,RU-OMS
24,0,0,0,a,RU-BEL
24,0,0,0,b,RU-MOS
43,0,1,0,c,RU-SVE
19,1,1,0,a,RU-SMO
29,1,1,0,a,RU-KRS
42,0,0,0,b,RU-VOR
22,0,1,0,a,RU-SAR
35,1,0,0,a,RU-KDA
23,0,1,0,a,RU-YAN
51,0,1,0,a,RU-KRS
24,0,0,0,a,RU-KHM
35,0,0,0,a,RU-ME
43,0,0,0,a,RU-VLA
62,0,0,1,a,RU-AST
29,0,1,0,a,RU-TYU
65,0,0,0,b,RU-ALT
58,0,0,0,c,RU-ZAB
37,0,0,0,c,RU-SMO
34,1,1,0,c,RU-PRI
52,0,1,0,c,RU-LIP
44,0,0,1,a,RU-KB
39,0,0,0,a,RU-ARK
28,0,0,1,c,RU-TYU
18,0,1,0,c,RU-PRI
35,1,0,0,a,RU-ORL
63,0,0,0,c,RU-YEV
59,0,0,0,b,RU-CE
51,0,0,0,c,RU-STA
24,1,0,0,a,RU-TUL
19,0,0,0,b,RU-TY
35,0,1,0,b,RU-ROS
41,0,0,0,b,RU-KGD
64,0,0,0,c,RU-PNZ
47,0,0,0,a,RU-SVE
19,0,0,0,a,RU-MOS
18,0,0,0,a,RU-KHM
32,0,0,1,a,RU-TOM
19,0,0,0,a,RU-TY
25,1,0,0,a,RU-ULY
19,1,1,0,a,RU-LEN
59,0,0,1,a,RU-IN
18,0,0,0,a,RU-KL
51,1,0,0,c,RU-KYA
60,0,0,0,b,RU-LEN
44,0,0,0,a,RU-KLU
20,0,0,0,a,RU-IRK
18,1,1,0,c,RU-AST
56,0,1,0,a,RU-ROS
22,0,1,0,b,RU-TA
40,0,1,0,a,RU-KC
23,0,0,0,a,RU-PRI
43,0,0,0,a,RU-VLG
35,0,0,0,a,RU-NEN
17,1,0,0,c,RU-TY
33,0,0,0,a,RU-SPE
41,0,0,1,a,RU-KR
53,0,0,0,a,RU-KEM
37,0,0,0,a,RU-SAK
53,0,0,0,a,RU-AL
27,0,1,0,a,RU-IVA
38,0,0,0,a,RU-AD
25,0,0,1,a,RU-KHM
40,0,1,0,a,RU-KHM
35,0,0,0,c,RU-KO
47,1,1,0,b,RU-AD
32,1,0,0,a,RU-KR
20,1,0,0,c,RU-NVS
30,0,1,0,c,RU-SPE
35,0,0,0,a,RU-CHU
48,0,0,0,c,RU-CHU
44,0,0,0,a,RU-BA
53,0,0,0,a,RU-SA
39,0,1,0,a,RU-BA
30,0,1,1,c,RU-SAR
25,0,1,1,b,RU-KGN
57,0,0,0,a,RU-PSK
26,0,0,0,a,RU-KAM
65,0,0,0,a,RU-CHU
20,0,0,0,c,RU-PNZ
22,0,0,0,b,RU-VOR
64,0,0,0,c,RU-CE
31,0,1,0,a,RU-SAK
45,1,0,0,a,RU-YEV
37,0,0,0,b,RU-IVA
38,0,0,0,a,RU-RYA
31,0,0,0,b,RU-CHE
48,0,0,0,b,RU-KIR
17,0,1,0,b,RU-KHM
34,0,1,0,a,RU-KGN
41,0,0,0,a,RU-CU
36,0,1,0,a,RU-PER
60,1,1,0,a,RU-ROS
22,0,0,1,a,RU-PSK
43,1,0,0,b,RU-DA
26,0,0,0,a,RU-KRS
18,0,0,1,a,RU-TUL
21,1,0,0,a,RU-ROS
36,0,0,0,b,RU-AMU
69,0,0,0,b,RU-TY
42,0,0,1,a,RU-YAN
19,0,0,0,b,RU-NVS
18,0,0,0,b,RU-NEN
49,0,1,1,a,RU-TA
70,0,1,0,a,RU-VLG
52,0,0,0,a,RU-KEM
34,0,0,0,a,RU-ZAB
19,0,0,0,a,RU-VGG
38,0,0,0,a,RU-OMS
65,1,0,0,a,RU-MAG
37,0,0,0,c,RU-TA
18,0,0,0,a,RU-SVE
18,0,0,0,c,RU-ZAB
34,0,1,0,b,RU-SVE
19,0,0,0,a,RU-CU
58,1,0,0,a,RU-SVE
43,0,0,0,a,RU-PSK
21,0,0,0,a,RU-BEL
66,0,0,1,b,RU-DA
24,0,1,0,a,RU-VLG
18,0,0,0,a,RU-ZAB
24,0,0,0,a,RU-ALT
46,0,1,0,a,RU-KLU
24,0,0,0,a,RU-KOS
58,1,0,0,a,RU-KGD
48,0,0,0,c,RU-KOS
21,0,1,0,a,RU-VGG
68,0,0,0,b,RU-STA
31,0,1,0,b,RU-IVA
30,1,1,0,a,RU-RYA
45,0,0,0,a,RU-SPE
36,1,0,1,a,RU-STA
25,0,1,0,b,RU-MOW
58,0,1,0,b,RU-ME
48,0,0,0,a,RU-IN
49,0,0,1,a,RU-KYA
21,0,0,0,a,RU-PNZ
19,0,0,0,b,RU-NGR
31,1,1,0,c,RU-BRY
50,0,0,0,b,RU-MAG
32,0,1,0,b,RU-KYA
48,0,0,0,a,RU-KK
20,0,0,0,c,RU-KAM
52,0,1,0,b,RU-SMO
33,0,1,0,a,RU-TA
19,0,0,0,a,RU-NIZ
48,0,0,0,a,RU-ORL
39,0,0,0,a,RU-ZAB
19,0,1,0,c,RU-AST
20,0,0,0,b,RU-ULY
32,0,1,0,a,RU-AL
37,0,0,0,a,RU-BRY
44,0,0,0,a,RU-RYA
22,0,0,0,b,RU-YAR
23,1,1,1,a,RU-CHE
24,0,1,0,b,RU-VOR
30,1,0,0,c,RU-SE
17,1,1,0,a,RU-ALT
22,0,0,0,c,RU-VGG
56,0,0,0,a,RU-YAR
34,1,0,1,a,RU-KIR
25,0,0,0,a,RU-VLG
23,0,0,0,a,RU-AD
20,1,1,0,a,RU-TA
56,0,0,0,b,RU-KR
27,0,0,0,a,RU-KHA
22,1,0,0,b,RU-DA
52,1,0,0,c,RU-SA
41,0,0,0,c,RU-MUR
19,0,0,0,a,RU-PER
19,0,0,0,a,RU-OMS
38,0,0,0,a,RU-AD
54,0,0,0,a,RU-ME
21,0,0,1,a,RU-TYU
21,0,0,1,a,RU-YAN
43,0,1,0,a,RU-VLG
23,0,0,0,a,RU-YAR
48,0,1,0,a,RU-YEV
60,0,0,0,a,RU-NVS
48,0,1,0,b,RU-NEN
22,0,0,0,c,RU-AD
19,0,0,0,b,RU-UD
42,1,0,0,a,RU-KAM
43,0,0,0,a,RU-SAR
24,0,0,0,c,RU-KC
18,1,1,0,c,RU-UD
35,0,0,0,c,RU-KDA
33,0,0,0,c,RU-YAN
51,0,0,0,b,RU-BEL
33,0,0,0,c,RU-AST
53,1,0,0,b,RU-ROS
33,0,1,1,c,RU-VGG
28,1,1,0,a,RU-KC
20,0,1,0,a,RU-TY
48,1,0,0,a,RU-BA
27,1,0,0,b,RU-KHM
20,0,0,0,a,RU-KEM
43,0,0,0,c,RU-VLG
26,0,0,0,b,RU-SPE
31,0,0,0,a,RU-ALT
41,0,0,0,c,RU-SA
36,1,1,1,a,RU-KIR
56,1,1,0,a,RU-TA
67,0,0,1,a,RU-KDA
26,0,0,0,c,RU-KHM
53,0,0,0,a,RU-MOS
52,0,0,0,a,RU-ULY
19,0,1,1,b,RU-NGR
28,0,0,0,a,RU-SA
42,0,0,0,a,RU-KR
47,0,0,0,a,RU-TOM
41,0,0,0,a,RU-YAR
37,1,0,1,b,RU-IRK
26,1,1,0,c,RU-BRY
22,0,0,0,b,RU-AD
21,0,0,0,c,RU-NGR
67,1,1,0,a,RU-KLU
40,0,0,0,c,RU-KOS
18,0,1,0,c,RU-SAR
51,0,0,0,a,RU-ULY
32,0,1,0,a,RU-SPE
39,0,0,0,b,RU-ALT
69,0,1,0,c,RU-BRY
44,0,1,0,b,RU-KHM
27,1,1,0,b,RU-IVA
36,0,0,0,a,RU-KOS
34,0,0,0,c,RU-BA
18,0,1,0,a,RU-BA
38,0,0,0,b,RU-ALT
48,0,0,0,b,RU-BU
28,0,0,0,c,RU-AL
46,0,0,1,b,RU-IN
57,1,0,0,a,RU-MO
44,0,1,0,b,RU-SAR
52,1,0,0,c,RU-KEM
19,0,0,1,a,RU-KEM
20,1,0,0,a,RU-PRI
29,0,0,1,b,RU-KYA
60,0,0,1,a,RU-KYA
57,1,0,0,b,RU-BU
32,0,1,0,b,RU-KHA
53,0,1,0,a,RU-SPE
52,0,0,0,c,RU-SAR
40,0,0,0,a,RU-SA
49,0,0,0,b,RU-SAK
17,0,0,0,b,RU-TA
19,0,0,0,a,RU-ROS
31,0,0,0,a,RU-TAM
28,0,0,0,c,RU-KK
59,0,0,0,b,RU-VOR
49,0,0,0,a,RU-SAR
27,0,0,0,a,RU-AD
22,0,0,0,c,RU-DA
35,0,1,0,a,RU-KLU
47,0,0,0,a,RU-YAN
26,0,1,0,a,RU-CE
58,0,1,0,a,RU-KOS
40,1,0,0,a,RU-IRK
34,0,0,1,b,RU-PNZ
51,0,0,0,a,RU-BA
53,1,1,0,a,RU-KB
40,1,0,0,b,RU-UD
25,0,1,1,a,RU-CU
39,1,0,0,a,RU-VLA
53,0,0,0,a,RU-KRS
24,0,1,0,c,RU-ROS
28,0,1,1,a,RU-ARK
22,0,0,0,a,RU-SAK
27,0,0,0,c,RU-KHA
60,0,1,0,a,RU-KEM
50,0,1,0,a,RU-KEM
18,0,0,0,a,RU-YAN
43,1,1,0,b,RU-CHE
57,0,1,0,b,RU-BA
66,0,1,0,a,RU-ZAB
24,0,1,0,a,RU-YAR
53,0,0,0,a,RU-RYA
35,1,0,0,a,RU-AL
20,0,0,0,a,RU-ARK
33,0,1,0,b,RU-NGR
34,0,0,0,b,RU-YAN
45,0,1,0,a,RU-KDA
24,0,1,0,b,RU-YAN
34,1,0,0,c,RU-TAM
25,0,0,0,a,RU-BA
22,0,0,0,a,RU-BRY
21,0,0,0,a,RU-TA
38,0,0,0,a,RU-KO
24,0,0,0,a,RU-AMU
43,0,1,0,a,RU-KK
45,0,0,0,a,RU-ORL
18,0,0,0,b,RU-KGN
17,0,0,0,c,RU-KAM
20,0,0,0,a,RU-PRI
59,1,0,0,a,RU-VGG
34,0,0,0,b,RU-SAR
25,0,1,0,c,RU-IN
61,1,0,0,a,RU-YEV
21,0,1,0,a,RU-KHM
45,1,1,1,a,RU-ORL
48,1,0,0,b,RU-KHA
29,0,0,1,a,RU-SA
54,0,0,0,a,RU-VLG
24,1,0,0,c,RU-KHA
48,0,0,0,a,RU-SE
32,0,0,0,a,RU-TA
41,1,0,0,a,RU-STA
24,0,1,0,a,RU-DA
70,0,1,0,b,RU-KRS
37,1,0,0,c,RU-YAN
54,0,1,0,a,RU-BA
34,0,1,0,a,RU-BA
57,1,0,0,a,RU-BEL
33,0,0,0,a,RU-ALT
50,0,0,1,a,RU-KR
36,0,0,1,a,RU-ORE
33,1,0,1,a,RU-PSK
58,0,1,0,a,RU-PER
65,0,1,0,a,RU-VLA
54,1,0,0,c,RU-MUR
61,0,0,0,b,RU-MAG
17,1,0,1,a,RU-MOW
27,0,0,0,c,RU-KYA
34,0,0,0,a,RU-MUR
26,0,0,0,a,RU-YAR
57,1,1,0,a,RU-YAN
33,0,0,0,b,RU-RYA
30,0,1,0,a,RU-UD
52,1,0,0,b,RU-KLU
66,0,0,0,a,RU-BEL
17,0,0,0,a,RU-TYU
46,0,0,0,c,RU-ME
39,0,1,1,a,RU-KRS
18,0,0,0,a,RU-KR
50,0,1,0,b,RU-TUL
45,0,0,0,a,RU-ROS
31,0,1,0,a,RU-VGG
48,1,0,0,a,RU-OMS
37,1,0,0,a,RU-KL
18,0,0,0,a,RU-PER
52,0,0,0,c,RU-STA
24,0,0,0,b,RU-MOS
32,0,1,0,a,RU-SPE
50,0,0,1,b,RU-SAK
53,0,0,0,c,RU-ALT
20,1,1,0,a,RU-AD
26,1,1,0,c,RU-PRI
30,0,0,0,c,RU-CHU
51,1,0,0,c,RU-VOR
18,1,0,0,a,RU-TY
43,0,0,1,c,RU-PSK
17,1,1,0,b,RU-KK
28,1,0,1,a,RU-KO
41,1,0,0,b,RU-ME
39,0,0,0,a,RU-PER
46,1,1,0,c,RU-KEM
43,0,0,0,a,RU-CU
21,0,1,0,c,RU-MOW
31,0,0,0,b,RU-OMS
17,0,1,0,b,RU-NEN
42,0,1,0,b,RU-CU
27,0,0,0,a,RU-PRI
59,0,0,0,a,RU-SPE
30,1,0,0,b,RU-ROS
53,0,0,0,a,RU-TOM
26,1,0,0,a,RU-MUR
27,1,0,0,a,RU-NVS
30,1,0,0,a,RU-KB
18,0,0,0,a,RU-AL
34,0,0,0,a,RU-CHU
61,1,0,0,a,RU-PSK
28,1,0,0,a,RU-ROS
21,1,1,0,b,RU-YEV
35,0,0,0,a,RU-NIZ
33,1,1,1,a,RU-SMO
22,0,0,0,b,RU-SE
70,0,1,0,c,RU-KAM
20,1,0,0,a,RU-VOR
58,0,0,0,a,RU-STA
36,0,0,0,a,RU-AL
33,0,0,0,c,RU-AL
28,1,1,0,a,RU-LEN
56,0,0,1,a,RU-AST
31,1,0,0,b,RU-KO
18,0,1,0,a,RU-NGR
59,0,0,0,a,RU-CHU
64,0,0,0,c,RU-YEV
22,0,1,1,a,RU-YEV
40,0,0,0,a,RU-SAK
18,0,0,0,a,RU-BEL
17,0,0,1,b,RU-AMU
28,0,1,0,a,RU-UD
53,0,0,1,a,RU-NGR
23,1,0,0,a,RU-ORE
31,0,0,0,b,RU-YAR
27,0,0,0,a,RU-OMS
55,1,0,0,a,RU-VOR
28,1,0,0,b,RU-NIZ
41,1,0,0,c,RU-YAR
55,0,0,0,a,RU-YAN
19,0,0,0,a,RU-ORL
18,0,0,1,a,RU-CHU
65,1,0,1,a,RU-MO
23,1,0,0,b,RU-IN
18,1,0,0,a,RU-CHU
58,0,0,0,a,RU-PNZ
27,0,0,0,a,RU-UD
43,0,0,0,b,RU-KEM
70,0,0,0,c,RU-CU
21,1,0,0,b,RU-IRK
37,0,1,0,a,RU-NEN
45,1,0,0,a,RU-KIR
23,0,0,0,a,RU-SAK
48,0,1,0,a,RU-AL
63,0,0,0,b,RU-BRY
35,0,0,0,a,RU-DA
46,0,0,0,a,RU-ORL
50,0,0,0,a,RU-OMS
22,0,0,0,a,RU-KGN
22,0,1,0,c,RU-MOW
53,0,0,0,a,RU-CE
56,1,0,0,a,RU-KC
44,0,0,0,c,RU-MO
19,0,1,0,b,RU-BEL
25,0,1,0,a,RU-TOM
20,0,0,0,c,RU-KIR
19,0,0,0,a,RU-ORL
43,0,1,0,a,RU-CU
33,0,1,1,a,RU-KDA
37,0,0,0,c,RU-VGG
56,0,0,0,a,RU-KDA
31,0,0,0,a,RU-BU
47,0,1,0,b,RU-BEL
64,0,1,0,a,RU-SVE
33,1,0,0,a,RU-CU
29,0,0,0,b,RU-CE
34,0,1,0,a,RU-KAM
22,0,0,0,a,RU-SPE
24,1,1,0,a,RU-YAN
29,0,1,0,a,RU-SE
19,0,1,0,c,RU-STA
46,0,0,0,b,RU-KDA
45,0,1,0,a,RU-SAM
34,1,0,0,c,RU-OMS
27,0,1,1,a,RU-KAM
26,1,1,0,a,RU-MO
42,0,0,1,b,RU-TOM
24,0,0,1,a,RU-BRY
56,1,1,0,c,RU-STA
19,0,0,0,a,RU-AMU
32,0,1,0,a,RU-YAN
48,0,0,0,a,RU-TA
17,0,0,0,b,RU-CE
29,0,0,0,a,RU-MOS
28,0,0,0,a,RU-ORL
35,0,0,0,a,RU-CU
27,0,0,0,a,RU-KO
61,0,0,0,a,RU-KC
54,0,0,0,a,RU-AMU
31,1,0,0,a,RU-CU
48,0,0,1,b,RU-YAN
26,0,1,0,b,RU-STA
37,0,0,0,a,RU-AST
20,1,0,1,b,RU-OMS
56,1,0,0,a,RU-KYA
24,0,1,0,a,RU-AMU
66,0,0,0,a,RU-SA
26,1,0,0,c,RU-IN
17,0,0,0,a,RU-KEM
20,0,0,0,b,RU-ME
35,0,0,0,c,RU-KOS
20,0,0,0,a,RU-ORE
33,1,1,0,b,RU-KGD
39,0,0,0,a,RU-AL
62,0,0,0,a,RU-KLU
19,0,0,0,a,RU-KAM
24,1,1,0,a,RU-DA
68,1,0,1,a,RU-AL
46,0,0,0,a,RU-PRI
70,1,0,0,a,RU-CU
52,0,0,0,a,RU-TAM
70,1,1,0,a,RU-SA
29,0,0,0,c,RU-CE
23,0,0,0,a,RU-MUR
19,0,0,1,c,RU-IN
19,1,0,0,a,RU-KHA
21,0,0,0,a,RU-NGR
44,0,0,0,a,RU-VGG
20,1,0,0,a,RU-KR
29,0,0,0,a,RU-KIR
34,1,0,0,a,RU-TVE
19,0,1,0,a,RU-MOS
38,1,1,0,a,RU-CHU
51,0,0,0,a,RU-ARK
18,0,0,0,a,RU-NGR
29,0,0,0,a,RU-DA
65,0,1,0,c,RU-PRI
54,0,1,0,c,RU-CHE
24,0,0,1,a,RU-AD
45,0,1,0,a,RU-KLU
30,0,0,0,c,RU-SVE
33,0,1,0,a,RU-ORE
43,0,0,0,b,RU-CU
37,1,0,1,a,RU-NVS
30,1,0,0,a,RU-TA
48,0,0,0,a,RU-LEN
46,0,1,0,b,RU-KAM
38,0,1,0,c,RU-PER
36,0,0,0,a,RU-TY
39,0,1,0,a,RU-KK
26,0,0,0,c,RU-AMU
21,0,0,0,a,RU-TVE
47,0,0,0,a,RU-KL
27,0,1,1,a,RU-KB
36,0,0,0,a,RU-NEN
57,0,0,0,a,RU-SE
47,0,0,0,c,RU-SAM
27,0,0,0,a,RU-KAM
23,1,0,0,b,RU-ZAB
33,1,0,0,a,RU-CHE
67,0,1,0,a,RU-SA
18,1,0,0,b,RU-PSK
31,0,0,0,b,RU-ARK
22,0,0,0,b,RU-BU
32,0,0,0,a,RU-PNZ
23,0,0,0,a,RU-MOW
25,0,0,0,b,RU-YEV
18,1,0,0,c,RU-KOS
48,1,0,1,b,RU-AMU
30,0,0,0,a,RU-KL
68,1,0,0,a,RU-TVE
51,0,0,0,c,RU-KEM
23,0,0,1,a,RU-KDA
25,1,0,0,b,RU-VGG
26,0,1,0,a,RU-VGG
50,0,1,0,a,RU-CE
30,0,0,0,a,RU-ARK
37,0,1,0,a,RU-ULY
68,0,0,0,c,RU-DA
42,0,0,1,b,RU-PNZ
41,0,1,0,a,RU-ZAB
24,0,1,0,a,RU-ORL
34,1,1,0,a,RU-TY
17,0,0,0,a,RU-NIZ
35,0,0,0,b,RU-MOW
24,0,0,0,b,RU-YAR
33,1,1,0,a,RU-STA
29,1,0,0,a,RU-PNZ
51,0,0,0,a,RU-NVS
28,0,0,0,b,RU-SA
41,0,0,0,c,RU-AMU
17,0,0,0,a,RU-KHA
44,0,0,0,b,RU-KHA
67,0,1,0,b,RU-MAG
29,0,0,0,c,RU-MUR
43,0,1,0,c,RU-KGN
26,0,0,0,a,RU-CE
59,0,0,0,b,RU-BEL
29,0,1,0,b,RU-NVS
54,1,0,0,a,RU-VLA
22,0,1,0,a,RU-NIZ
67,0,0,0,a,RU-BRY
25,0,0,0,a,RU-KL
29,0,0,0,b,RU-VGG
67,1,0,1,c,RU-ROS
66,0,0,0,a,RU-KL
20,0,0,1,a,RU-PRI
50,0,1,1,a,RU-CE
30,0,0,0,a,RU-MUR
24,0,1,0,b,RU-KAM
22,1,0,0,a,RU-KHM
21,0,0,0,b,RU-STA
68,1,1,0,a,RU-MOW
24,1,0,0,a,RU-NEN
41,0,1,0,a,RU-CU
44,0,0,0,a,RU-NIZ
33,0,0,0,a,RU-LIP
37,0,0,0,b,RU-TOM
40,0,0,0,a,RU-KR
26,0,0,0,a,RU-PNZ
23,0,0,0,b,RU-YAR
62,0,1,0,c,RU-YEV
40,0,1,1,a,RU-KR
21,1,0,0,a,RU-SPE
23,0,1,0,a,RU-PER
27,0,1,0,b,RU-OMS
21,1,0,0,a,RU-BEL
19,0,0,1,a,RU-MUR
30,0,0,0,a,RU-YEV
27,1,0,0,a,RU-TOM
31,0,1,0,a,RU-OMS
35,0,0,0,c,RU-PER
49,1,1,0,a,RU-IN
53,1,0,0,a,RU-TY
50,0,0,0,a,RU-STA
66,1,0,0,a,RU-AD
66,1,0,0,a,RU-NVS
28,0,1,0,a,RU-ME
68,1,0,0,a,RU-RYA
22,0,1,0,c,RU-OMS
18,0,1,0,a,RU-ORL
53,0,0,0,a,RU-KRS
31,0,0,0,a,RU-CU
25,0,0,0,a,RU-AMU
33,0,0,0,a,RU-PNZ
32,1,0,0,a,RU-ME
17,1,0,0,a,RU-CE
52,0,0,0,c,RU-BU
34,1,0,0,b,RU-TAM
60,0,1,0,b,RU-MOW
30,0,0,0,b,RU-KC
26,0,1,0,a,RU-KYA
65,1,1,0,a,RU-DA
29,0,0,0,c,RU-NGR
50,0,0,0,c,RU-TUL
58,0,0,0,c,RU-OMS
44,1,1,0,a,RU-KEM
38,0,1,0,a,RU-ROS
26,0,0,0,b,RU-VLG
44,0,0,0,b,RU-OMS
27,0,1,0,a,RU-PER
44,1,1,0,a,RU-KK
22,0,0,0,a,RU-VLA
62,1,0,0,a,RU-TAM
38,1,0,0,c,RU-VOR
68,0,1,0,c,RU-TVE
18,0,0,0,a,RU-TOM
18,0,0,0,c,RU-SVE
22,0,0,0,c,RU-NVS
26,0,0,0,b,RU-MO
34,0,0,0,a,RU-SVE
26,0,0,0,a,RU-AST
30,0,0,0,a,RU-KB
36,0,0,0,a,RU-KHA
55,0,1,0,a,RU-NEN
20,0,0,0,a,RU-SAM
21,0,0,0,a,RU-ME
40,0,0,1,a,RU-NGR
64,0,0,0,a,RU-NEN
61,0,0,0,a,RU-MO
29,0,0,0,a,RU-DA
43,0,0,0,a,RU-YAR
40,0,0,0,a,RU-KR
28,1,0,1,b,RU-MUR
21,0,0,0,a,RU-PNZ
67,0,0,0,c,RU-KR
54,0,1,0,c,RU-ORE
33,0,0,0,c,RU-CE
31,0,0,0,c,RU-YEV
30,0,0,0,b,RU-SAK
24,1,1,0,a,RU-VOR
54,0,0,0,a,RU-IN
32,0,0,0,a,RU-BU
43,0,1,0,a,RU-PER
57,0,0,0,a,RU-AL
17,1,0,0,c,RU-VGG
54,0,1,0,a,RU-KRS
32,0,0,0,a,RU-UD
41,0,1,0,a,RU-LEN
36,0,0,0,a,RU-SMO
24,0,0,0,c,RU-VLA
